107 999.61 29.8471 0.408061
108 999.607 29.8418 0.406095
109 999.63 29.8133 0.403843
110 999.649 29.8121 0.401986
111 999.71 29.7905 0.399881
112 999.743 29.7806 0.397959
113 999.753 29.7828 0.396224
114 999.766 29.799 0.394697
115 999.797 29.7963 0.392942
116 999.741 29.7758 0.390975
117 999.686 29.7621 0.389122
118 999.722 29.7785 0.387683
119 999.742 29.746 0.38563
120 999.713 29.7408 0.383951
121 999.699 29.7473 0.382446
122 999.728 29.7569 0.380998
123 999.71 29.7735 0.379658
124 999.687 29.7521 0.377853
125 999.716 29.7803 0.376695
126 999.682 29.8163 0.375651
127 999.663 29.8338 0.374387
128 999.687 29.8569 0.373211
129 999.642 29.8692 0.371915
130 999.641 29.9068 0.370949
131 999.616 29.8933 0.369363
132 999.659 29.9247 0.368347
133 999.65 29.8925 0.366565
134 999.64 29.8888 0.36515
135 999.614 29.8828 0.363722
136 999.636 29.8727 0.36226
137 999.65 29.839 0.360528
138 999.652 29.8212 0.359005
139 999.639 29.8119 0.357599
140 999.626 29.8135 0.356339
141 999.636 29.8097 0.355029
142 999.676 29.7858 0.353493
143 999.656 29.7807 0.352195
144 999.684 29.7685 0.350825
145 999.695 29.7717 0.34965
146 999.66 29.7386 0.348064
147 999.715 29.7847 0.347416
148 999.729 29.7882 0.346281
149 999.704 29.7581 0.344768
150 999.69 29.7377 0.343381
151 999.678 29.7415 0.342286
152 999.679 29.7365 0.341101
153 999.681 29.7265 0.33987
154 999.715 29.7288 0.338791
155 999.741 29.7425 0.337852
156 999.728 29.7322 0.336651
157 999.731 29.7279 0.335528
158 999.734 29.7656 0.334889
159 999.74 29.7795 0.333991
160 999.753 29.7913 0.333077
161 999.743 29.7964 0.332098
162 999.727 29.7861 0.330957
163 999.73 29.7832 0.329907
164 999.719 29.7651 0.3287
165 999.716 29.7684 0.32774
166 999.716 29.7775 0.326851
167 999.79 29.799 0.326105
168 999.84 29.8011 0.325156
169 999.841 29.7838 0.324005
170 999.846 29.7732 0.322936
171 999.853 29.7594 0.321841
172 999.807 29.7576 0.320885
173 999.801 29.7605 0.319987
174 999.813 29.785 0.319329
175 999.85 29.7903 0.318472
176 999.858 29.8087 0.317761
177 999.885 29.8299 0.317089
178 999.885 29.8262 0.316158
179 999.882 29.8149 0.315153
180 999.861 29.8152 0.31428
181 999.846 29.8303 0.313569
182 999.815 29.8517 0.312931
183 999.825 29.826 0.311806
184 999.858 29.8128 0.31082
185 999.849 29.7981 0.309825
186 999.84 29.8074 0.309088
187 999.844 29.8035 0.30822
188 999.854 29.7799 0.307156
189 999.861 29.7797 0.306341
190 999.862 29.7691 0.305425
191 999.888 29.7509 0.304438
192 999.903 29.7671 0.303809
193 999.916 29.7614 0.302963
194 999.902 29.7427 0.301991
195 999.906 29.7312 0.3011
196 999.918 29.7669 0.300691
197 999.919 29.7637 0.299895
198 999.925 29.7463 0.298962
199 999.931 29.755 0.298297
200 999.937 29.7679 0.297679
201 999.926 29.7742 0.297
202 999.943 29.7977 0.296499
203 999.957 29.8071 0.29586
204 999.946 29.8314 0.295375
205 999.927 29.8333 0.294672
206 999.962 29.8291 0.293915
207 999.948 29.8192 0.293106
208 999.946 29.8072 0.292284
209 999.944 29.8136 0.291646
210 999.966 29.8137 0.290952
211 999.943 29.8263 0.290384
212 999.937 29.8482 0.289911
213 999.943 29.8565 0.28931
214 999.928 29.8425 0.288498
215 999.894 29.8378 0.287781
216 999.864 29.8417 0.287152
217 999.899 29.8287 0.286364
218 999.885 29.8303 0.285723
219 999.897 29.8414 0.285175
220 999.921 29.8668 0.284768
221 999.906 29.874 0.284193
222 999.917 29.8658 0.283474
223 999.95 29.8827 0.282998
224 999.967 29.8843 0.28238
225 999.97 29.8728 0.281643
226 999.976 29.878 0.281068
227 1000.01 29.8886 0.280548
228 999.992 29.8932 0.279976
229 999.987 29.8764 0.279207
230 999.944 29.9084 0.278897
231 999.945 29.9101 0.278309
232 999.954 29.9208 0.277807
233 999.982 29.9196 0.277199
234 999.963 29.922 0.276629
235 999.977 29.9276 0.276091
236 999.984 29.9362 0.275585
237 1000.01 29.9368 0.275009
238 1000.04 29.9302 0.27437
239 1000.02 29.9526 0.274
240 1000.01 29.9648 0.27354
241 1000 29.969 0.27301
242 1000.03 29.9504 0.272276
243 1000.03 29.9355 0.271581
244 1000.02 29.9274 0.27095
245 1000.03 29.9239 0.270364
246 1000.07 29.9237 0.269813
247 1000.09 29.9256 0.269283
248 1000.08 29.9134 0.26863
249 1000.07 29.9001 0.267971
250 1000.07 29.8997 0.267431
251 1000.07 29.8947 0.266853
252 1000.08 29.906 0.266424
253 1000.04 29.9076 0.265911
254 1000.04 29.9113 0.26542
255 1000.06 29.9128 0.264912
256 1000.07 29.9101 0.26437
257 1000.05 29.8943 0.263717
258 1000.05 29.8851 0.263124
259 1000.07 29.8762 0.262537
